block_id,omega_ref_proxy,dof_grade,dof_family_id,dof_family_friendly,genes_min
246dd7137442501f3251017e214f9c8d3a9be25087fe03583feb59ff03f10951,6.35934077,A,0ef8ccca41684a91,0ef8ccca41684a91,{}
3081b3c3077a94a4be51598dfa164fcdf6a89600a4ec17f56873413eb421a49e,6.39051224575,A,0ef8ccca41684a91,0ef8ccca41684a91,{}
3793ca120ea99263a318fb940d8780602d90926cf32de69f89152895ecccf267,6.32222139862,A,0ef8ccca41684a91,0ef8ccca41684a91,{}
3eee10d3eecd3b1a943207506b6b193e04eb374429682134deb78a275e13078c,6.29747285265,A,0ef8ccca41684a91,0ef8ccca41684a91,{}
40169ff7c71c16af15dd2d53c9cd259f39c6806977e1f8aaa22e8660372cf003,6.95507709894,A,0ef8ccca41684a91,0ef8ccca41684a91,{}
5af0da8cab85fd4169a66d6f3b17436730f0eb6285adbc51b5f24bbd5ec2e91b,6.31851254254,A,80b9c0bd50fdcf94,80b9c0bd50fdcf94,{}
5ef95b0056248540f91e3ad0298ecc692a532d9f1ecae151787913af6a0d617c,6.31344664962,A,0ef8ccca41684a91,0ef8ccca41684a91,{}
626c09b6d585ba201e857e5835f4f46d986dce0c0eadcc590ce71936e44e770d,6.40648604272,A,54e455aedf98e89a,54e455aedf98e89a,{}
644c31af2078ea96ee691d38ad9b5623f28593fef62da757f9319a1c032c0f35,6.36560765345,A,80b9c0bd50fdcf94,80b9c0bd50fdcf94,{}
661c780d29597526fabc1994bcd5484c0ce28f7534010f6415530addaf575457,6.34461812536,A,0ef8ccca41684a91,0ef8ccca41684a91,{}
7444ba0b110b09e34d964ba8eaa4a081fa746dd76e64829775220715f12b146c,7.05051532533,A,0ef8ccca41684a91,0ef8ccca41684a91,{}
7b6ee4a057be42df5b9577f3057d4ab81a42868bca8c69f6b1f85af2be874390,7.01954080491,A,54e455aedf98e89a,54e455aedf98e89a,{}
922beafdbdb63789f2040c0cd6d64262c4a4c412996e418f78b8f60833edddb4,6.32436237521,A,80b9c0bd50fdcf94,80b9c0bd50fdcf94,{}
9618176deba6baa60516dfd5cce4311a221924f658369dd8f570fab7e522e1b7,6.2929321934,A,0ebfbadd36ddd838,0ebfbadd36ddd838,{}
9f7f3960507f35472596998ef015025ae188955284e5105a0881cd3b6879b6ee,6.35975782078,A,80b9c0bd50fdcf94,80b9c0bd50fdcf94,{}
a236c61f1922b567c41375e30d8e99280d3c5ed3c4a102ca5a102d15b793fbd8,6.30624760165,A,0ef8ccca41684a91,0ef8ccca41684a91,{}
ab1cb570034c89ff1efea1c593d85f723789baabe2ab4c2765a6797e937b1869,6.38053880461,A,80b9c0bd50fdcf94,80b9c0bd50fdcf94,{}
c640f9d8e20824b72535d4621ea06198dde1435d14e18964754ff2d55b9b02db,6.30358139138,A,80b9c0bd50fdcf94,80b9c0bd50fdcf94,{}
d7dc0dfbd434ae910809a923fe8de77483d1bdf91261eaadd116613a06fbb726,6.2750761259,A,0ef8ccca41684a91,0ef8ccca41684a91,{}
f12850e46ef06ec30951b42cf6a6b49fd0713193425f2beeaf60c27c07cb9054,6.368115519,A,7cd52e032df4eda9,7cd52e032df4eda9,{}
f344fb3e47caeda20cfe40232d1af940dc0a0cf6ba0e39fba72df48a774945fe,6.35495845547,A,80b9c0bd50fdcf94,80b9c0bd50fdcf94,{}
